,0
8296,sq7dey-Elite-City-Cafe-Safran
8297,eadsyl-Chils-Bakery
8298,au9bqd-Juan-robin
8299,1j3lnd-Daru-Et
8300,xbhwtf-Inegol-Inci-bistro
8301,ntohzq-Hatipoglu-Unlu-Mamulleri
8302,j6qta1-Durm-Mobil
8303,ono1e3-gungor-pide-firini
8304,73ur1j-Florya-Roma-Dondurma
8305,4tmexi-Gunes-Simit-Cafe
8306,kvqv0m-Islamoglu-Pastanesi
8307,xgmc2s-Geyik-Cafe-7-cadde
8308,j83igi-Cilek-Lokantasi
8309,1ginpb-Fatih-Express-Yemekli-Vagon
8310,6h9iyb-Ekmekci-Gurme
8311,wi98kx-Ege-Mangal-Ayrancilar
8312,2n1ijx-Ege-Altin-Kasap-Narlidere
8313,cpcz0t-Cumhuriyet-Ekmek-Pasta-Bistro
8314,a7jx3r-Cumhuriyet-Cafe
8315,nq12r7-Eltes
8316,9emqds-champes-elyees
8317,zk91dx-Hisar-Etliekmek-Pide-ve-Lahmacun-Salonu
8318,a8pq75-Goksu-Park-Cafe
8319,1ixqw8-Ezber-Kafe
8320,yrksji-Eris-Gida
8321,pg56nh-Gulcanim-Restaurant-Cafe
8322,8z2d6i-CafeBiz
8323,ggmr5c-Ebruli-cafe
8324,ccrkdo-Cankaya-Universitesi-Kantin
8325,x6mg4f-Hakan-Kebap-Restaurant
8326,010i48-KOFTECI-BOMBEY
8327,ibbo7v-Cevre-Kebap
8328,3t74m2-IKSIR-BUFE
8329,yx1p2j-Hingal-Manti-Gunesin-Sofrasi
8330,942lxe-eraslan-restaurant-lokanta
8331,xynslw-Isiklar-Unlu-Mamulleri
8332,qw2x75-Hatice-Abla-Lezzet-Duragi
8333,v2juje-kosem-kokorec
8334,s0va57-John-Coffey-Bistro
8335,kz8if8-Elele-Ziyafet-Mutfak-Atolyesi
8336,2idzeg-Develi
8337,vp094d-DOSEMEBUCKS
8338,61jhmy-Cakebox
8339,aubnoq-Ekin-Pastanesi
8340,w7waoe-EyifeRA-Cafe
8341,wcjijq-Erda-Cafe-Pastane
8342,g6159k-kosem-bufeci-lazus
8343,anwupt-Camalti-Restautrant-2
8344,9run4s-Cafedeyim
8345,dqmdlu-ESAV
8346,yd8gji-Gets-Refined-Patisserie
8347,wdm7f9-Derekahve-Cafe-Restaurant
8348,5toojo-Havva-Ablanin-Yeri
8349,qqvl99-Diyarbakir-Ekmek-Firini
8350,473dzc-Flora-City-Cafe
8351,tqxyzw-Dostlar-35-Et-Mangal-Kahvalti
8352,7eubtq-Dilruba-Cafe-Bistro
8353,xisqol-Gecekondu-Izgara-Bosna
8354,5wexc6-Hereke-Fenerbahceliler-Dernegi
8355,5mviqn-Emin-Pastanesi
8356,osodjj-Ceylanpinar-Open-Air-Restaurant
8357,owyoic-Durak-Bufe-Fevzipasa
8358,tfqv2i-Dialog-Cafee
8359,i1mkou-Gloria-Jeans-Cafe-Tuzla-Marina
8360,6o5l53-Garaj-Mangal-Restorant
8361,t2ucg2-Fitifiti-Cafe
8362,sxjlnj-Expo-Food-Restaurant-Cafe
8363,ny5bjw-Gece-Boyozcusu-Forum-Bornova
8364,eufj42-Finike-Sisci-Omerin-Yeri
8365,3iahsn-Firinci
8366,vvy8dz-Fate-Simit
8367,96wix6-Caff-Coffee
8368,kjf925-HATICE-CAFE
8369,9orrf2-Cam-Teras
8370,cl5df3-Gonul-Kahvesi
8371,relwcs-Edrana-Cigercisi
8372,z7vh1i-Gulce-Restaurant-Ev-Yemekleri
8373,puodpg-Griaffe-Cafe
8374,1qq0km-Carnivore-Steakhouse
8375,bxobsm-Hacioglu-Doner
8376,6t6fvp-Gozde-Kebap
8377,h6njqv-Iskenderoglu-Unlu-mamulleri
8378,oi3fdp-Kose-Minibus
8379,65tiy5-Guncan-borek
8380,sfq0vs-Degirmen-Cafe
8381,3btml8-Inegol-Koftecisi-Kemal-Usta
8382,8yd0p2-CAFEINNCI
8383,x40wbb-Doyuran-Pide-Ve-Artvin-Cag-Kebap-Salonu
8384,9vphug-Efe-Usta-Etliekmek
8385,5fnxmh-dunya-tatlisi-firin-pasta-cafe
8386,6y85kc-Hatay-Muzesi-Caf
8387,llud8j-Demirli-Gane-Katmer-Salonu
8388,ok8nzo-Daima-Biz-Resort-Hotel-Restaurant
8389,fscuit-Icmeler-Plavcisi
8390,0quc9u-Duha-Unlu-Mamulleri-Pasta-Cafe
8391,4dfdbp-Caff-Nero
8392,uiby9p-Dm-Bufe-Cafe-KahvaltiSarkuteri
8393,y6oea9-HALA-BAGI
8394,fjryj1-Elvan-Caf-Restaurant
8395,dvhs89-Kosem-Cafe
8396,k4iycw-Gold-Country
8397,fxaon8-Esen-Sehir
8398,2aixca-CAFEKEOS
8399,u7c73t-Firindan-Cafe-Pasta
8400,xwx2u7-Cukurambar
8401,setgku-Kofteci-Suleyman
8402,cx527u-haci-sayid-cennet
8403,4hldtq-Happy-Moons
8404,ucewp5-dedeler-kebap
8405,tc4fx7-Falez-Etliekmek
8406,cgiebp-Gumushane-sohbet-ve-cay-evi
8407,gebpkg-Efece-Restaurant
8408,8vw5gi-ca-feriale
8409,2i0st8-Glory-Cafe-Bistro
8410,nvflvn-Habibe-Teyzenin-Yeri
8411,wtl2ld-Egmeg
8412,c4dbeu-F-F
8413,tc0hcm-Cemre-Cafe
8414,0fehok-Cigkofteci-Sait-Usta
8415,ndr0hn-Cafe-Sosu
8416,x3xpnh-Dilim-Pasta-Cafe
8417,cvky7r-Hismanlar-cafe
8418,hvbfso-Ehlikeyf-Bahce
8419,augit1-Ceylan-Ekmek-Pasta-Cafe
8420,drat2y-Danelli
8421,iz04ad-Guclu-Et-Mangal-Market-Corba-Salonu
8422,o4t0uc-Dongel-Cafe-Sinpas-Incek-Life
8423,wlq6mv-eltim-cafe
8424,yeyqof-Ihlamurlar-Resturant
8425,26zf17-Heybeli-Ada-Durak-Restorant
8426,nppojt-demirtas-hilal-ekmek
8427,n1jw8u-Hugo-Lounge-Avlu
8428,qztemx-ILGINLI-ETLIEKMEK-LAHMACUN-KUNEFE
8429,he0nyf-insomnia
8430,w6cd6h-Emir-Kebap
8431,ljurl4-Evde-Kahvalti-Ve-Kokorec
8432,vh90i4-Hukumdar-Pide-Kebap-Salonu
8433,upgvki-Esmanin-mutfagi
8434,fmlh0y-Durumcu-Bedir-Usta-Aspendos-Subesi
8435,ioa7ae-Eylul-Pide-Lahmacun
8436,xz1lx2-Dana-Lokantasi
8437,1yguoz-Gramofon-Teras
8438,d1ipav-Damak-Tadi-pastahanesi
8439,b60alz-EMRE-KASABI
8440,d7if13-Cevizli-firin
8441,959abw-FITI-FITI-KOKOREC
8442,r16eym-Cofy-Tea
8443,xf4l8s-Eminin-mutfagi
8444,h400ps-Coffeein-Out
8445,nx3k3a-Fuzili-Balik
8446,a1m5cg-istanbul-piyerloti
8447,q0x7b5-Istoc-Sanliurfa-Zaman-Kebap
8448,062xrn-Gurme-club
8449,g8djfm-Esastavukdunyasi
8450,wruw3l-CAFE-PORTAKAL
8451,44kd6r-Elinin-Koru-Cafe
8452,qu767n-Deu-Ilahiyat-Fakultesi-Kafeterya
8453,ajtwz0-Ismailin-Yeri-Bolu-Dagi-Et-Lokantasi
8454,i36zth-Eleos-Bahcesehir
8455,pmaqfc-Demircioglu-Firin
8456,ms6eod-Emirhan-Pide-ve-Borek
8457,rf7tel-Firinci-Ustam
8458,1iob1q-Es-Dost-Cafe
8459,w65lyr-Can-Doner-Durum-Salonu
8460,bc7bjv-Ertugrulgazi-Konagi
8461,wfe0wv-Gunny-Cafe
8462,0gpefr-et-center
8463,jdmnt1-Gokce-Cafe
8464,4x5kaw-Ezberbozan-Bistro
8465,fyumke-Diyet-Kapimda-Alanya
8466,0ej1uh-Ege-Suits-Caf
8467,e1i8n2-Fidyekizik-Kiziklar-Konagi-Kultur-Konagi
8468,9n0pvd-Harika-Simitci-Hurma
8469,jgrgqg-Cunda-Teras-Manzara
8470,p4sfsh-Emre-Kiraathanesi
8471,7hasxx-Caramel-Bistro
8472,4fo69h-Dukkan-Kahve
8473,r10gul-Golkoy-Mangalbasi-Reataurant
8474,17uzt7-Carpediem-Pasta-Cafe
8475,zgqst1-Dut-dibi-balik-restaurant
8476,np5rb1-DEMLIK-Caybahcesi
8477,t87uwf-Furtuna-Firin
8478,8gevhj-Gazi-Unlu-Mamulleri
8479,6vynz2-Charlotte
8480,tfyp5b-Dostlar-Ekmek-Fabrikasi
8481,bz2pqk-Glamour-Cafe
8482,tenjtf-Celaila
8483,ia89s7-Ismailin-yeri
8484,nizxnt-Durum-Diyari
8485,jkn5x5-Guzel-Cafe
8486,w88tal-Grand-Kafe
8487,3yndo6-cigerci-aziz-usta
8488,5jbr47-IETT-Sosyal-Tesisleri
8489,a9e0ai-Dirilis-Cop-Sis
8490,5opac5-Food-Court
8491,27xo1p-Kofteci-Abdullah-Usta
8492,claaje-Hisaronu-Caycisi
8493,jwerfj-Ege-Kahve-Beyi
8494,6158q8-Izmir-Il-Jandarma-Cafe
8495,uvqyk6-cream-chocco
8496,pfe68z-Gloria-Jeans-Bahcesehir
8497,rrspmu-Haci-baba-2
8498,fo1mla-Joker-Tekel
8499,hl8k1c-Kofteci-Hasan-Ista
8500,ed04jw-Edirne-Tava-Ciger
8501,ndfoph-can-ciger
8502,g6t8aw-IBB-Istinye-Sosyal-Tesisleri
8503,ru3a0l-Gunaydin
8504,kyfocx-Draje-Pasta-Cafe
8505,rf9zeh-Egelim-Unlu-Mamulleri
8506,7z6dlu-DEVIS-BISTRO-CAFE-BAKERY
8507,pcun2n-Erman-Et-Market-sarkuteri
8508,1v0x13-Ekmekci-Gurme-Bogazkoy
8509,8co76v-Cigerci-SULO
8510,5gx0h2-Dudlubahce-Mahallesi-755-sokak
8511,da4jal-Ersin-Restorant
8512,onbmgj-Illedesen-Restaurant-Cafe-Yoncakoy-Ilsim
8513,6ptww7-Cool-Beans
8514,d8krf9-Canlar-Ocakbasi-Cakirlar
8515,t0jojk-envooy-ciekli-tesisleri
8516,45jc2v-Isra-Pasta-Cafe
8517,b7arns-Fetihpasa-kafe
8518,bp8dg1-gokbenin-yeri
8519,rajted-Cigerci-Kemal-Usta
8520,gxct3n-David-People
8521,ff04u7-Guzel-Yali-Sahil
8522,jdupvj-Egocafe
8523,piu4m2-Cafe-Resadiye
8524,7ofsct-Gazi-Tantuni
8525,u1cqzz-grand-slam-cafe
8526,6zur72-ihtisas-kantin
8527,r8gxv0-Dutalti-Ocakbasi
8528,u97h1a-Garden-Kervan-Motel-Restaurant
8529,kjz46z-Jubile-Cafe
8530,9kbycq-Dondurmaci
8531,7hcshe-Donerci-Zeynel
8532,o1xd6b-Ikizler-Cafe
8533,h5q2bf-Gozel-bufe
8534,zmcwf0-Chillbox
8535,p3qp6d-Heyday-Cafe
8536,10gjql-Hatay-Durum-caglayan
8537,ryhh0t-Fatih-Aydar-Steakhouse
8538,tr3egy-Durumcu-Mehmet-Usta
8539,odyejl-femme-cafe
8540,kgramw-Jandarma-Bolge-K-Gazinosu
8541,tqtruw-Guzelbahce-Restaurant
8542,ndknsh-Coffee-House-Kariaport-Avm
8543,a6daga-HTM-Cafe
8544,4mpmkv-Ekmekci
8545,c7t19r-Degirmenbasi-Restaurant
8546,swxycq-Golden-Lounge-Cafe-Restaurant
8547,me73dy-Istanbul-Lounge-Cotta-Cafe-Restaurant
8548,2wkryq-Geyik-Cafe
8549,cnjip4-Es-Trabzon-Ekmek-Firini
8550,jyicc3-Fisilti-Cafe
8551,dpqrkm-Cemre-Lokantasi
8552,i22l97-DAYKO-CAY-OCAGI
8553,w352wi-Elmas-Manti
8554,1tle5k-Cesa-Cigkofte
8555,2tmxsh-FITIR-BOREK-MUTFAK-CAFE
8556,166n98-Erkay-Simit-Evi
8557,6gtgis-Enfes-Pastanesi
8558,su1yz0-Folkart-Cafe-Bar
8559,cwfg56-Ebruli-Garden
8560,3misui-Degirmen-Akvaryum
8561,t79rek-iNput-Healthy-Foods
8562,xcw238-Domuzcular-Kahvesi-Restourant
8563,31zt6p-Dr-Kokorec
8564,he33ne-Ferah-Kebap
8565,h81iwg-Esenbahce-Restoran-Cafe
8566,puw0a5-Festival-Pasta-Bistro
8567,q2czsb-Juliette
8568,qf0g0j-Cannur-Cafe
8569,2mtocz-Cf-Sokak
8570,4t8ncq-Esinti-Cafe
8571,8gvzmr-Dede-Ekmek-Firini
8572,9uqekj-Doga-Cafe
8573,5l9z8z-Green-Salads
8574,6wth1h-Esinti
8575,ysoqpw-Fenerbahce-D-G-Kafeterya
8576,ljpqt2-Gym-Haus-Cafe
8577,a3i0th-Hasanaga
8578,9a0kkp-Horizon-Cafe-Restaurant-Nargile-Fasil-Evi
8579,29p0u5-Doy-Firin
8580,2d3wox-Hakiki-Safranbolu-Ekmegi
8581,r2lxxt-gemlik-et
8582,q8reec-ikram-borek-evi
8583,qrjqjd-Ikra-kokorec
8584,ldovhp-Golkent-32-Pide-ve-Kebap-Salonu
8585,citqp2-Durum-panorama
8586,cdhjni-Evka-3-Kahve
8587,72t272-elif-kafe
8588,oshyol-IAU-Simit-Tadinda
8589,9swbi6-Firinci-Orhan-Ahi-Mesut
8590,77nyfg-Gokkusagi-Cay-Ve-Tost-Evi
8591,4lsy5q-Fatih-Meydan-Bufe
8592,nbwz45-Ender-Cafe
8593,i1luy8-Gocmen-Park-Tesisleri-Et-Mangal
8594,yrp3uj-hayat-yemek-salonu
8595,5il23d-Isimsiz-Cafe-Restaurant
8596,f1y0rg-Haremlique-la-mer
8597,56ia6d-EFEM-DONER
8598,z5j0tz-has-adiyaman-cigkofte
8599,t726lq-EDALYA-CAFE-RESTAURANT
8600,nqqapn-Dodo-Cafe
8601,we8byn-Jandarma-ve-Sahil-Guvenlik-Akademisi-Sosyal-Tesisleri
8602,m7jnfq-Gorkemli-Kahve-Ve-Cay
8603,virowx-Cafede-Eglence
8604,4hdmj2-Furkan-Bufe
8605,khuaw5-Icericumra-Simit-Teknesi
8606,2nmjjh-Geyik-Cafe
8607,x26xda-Harput-Dibek-Kahve-Evi
8608,cu6pgk-Ihlamur-Restaurant
8609,dh79r7-Devran-Restaurant
8610,bmo264-Ehli-Keyf-Nargile-Cafe
8611,3y51kc-itimat-kahvalti-steakhouse
8612,f9262f-Derin-Balik
8613,6g37rt-Jelibon-Dunyasi
8614,c92kpc-Hekimtepe-Lal-Restorant
8615,u5462q-Kofteci-Nihatin-Yeri
8616,ovfdsg-Derya-Havuzbasi-Restaurant
8617,5ttt85-Gumus-Simit-Firini
8618,f1lwpy-Ekim-Cafe-Bistro
8619,9n9p6d-elazig-sivrice-uslu-koyu-dernegi
8620,194evg-durumCU-adana-kebapcisi
8621,w724f5-Daral-Dim-Cafe
8622,it9l5d-Good-For-You-Kukurtlu
8623,mxknfg-Hunkar-Restaurant
8624,ag029u-Durum-Shop
8625,nvhhon-Gumusyaka-Belediye-Cay-Bahcesi
8626,j80tkt-Dogan-Bufe-Turgut-Abi
8627,1zrg9n-cumalikizik-Bahceli-Evde-Gozleme
8628,confky-Elde-Borek-Allianz-Tower
8629,6fhc1h-Caramel-Cafe
8630,jkkmrs-Kofteci-Altay
8631,0uzuzw-Cezveli-Kahve
8632,nrglx8-Fresco-Cafe
8633,foucu5-Dereboyu-Gozleme-Ve-Mangal-Evi
8634,btc66n-JanJan-Cafe
8635,a9hkas-Coolbucks
8636,a8tdny-Inova-Cafe-Lounge
8637,nkxwpd-Gebze-Tarihi-Sariyer-Borekcisi-Cafe-Restaurant
8638,c3bw1p-Icenbilir-Hacinin-Salgami
8639,b9nqcf-Gunes-Et-Mangal-Kasap-Yavuz
8640,kisuay-Doyuran-Lezzetler-Buca
8641,41m6qd-Gumus-Yemek-Salonu
8642,api8wn-Gurpinar-Sosyal-Tesisleri
8643,q5nzzj-Esenkoy-Yakamoz-Cafe
8644,2nh6zl-koftealem
8645,zoidpk-kofteci-Nihat
8646,hejhpv-Cennet-Cafe
8647,4vsi0d-Degirmen-Cafe
8648,pr9dfp-Ilem-Cafe
8649,1kp8yw-Galba-Havuz-Mangal-Dugun
8650,uwarlw-Dart-Coffee
8651,11r90z-Firinim-Dragos
8652,rrhe5s-Happy-Moons
8653,r1yk7l-Gokdenler-Cafe
8654,gcar2j-Guneli-Fabrika
8655,5icv7k-Dilek-Restaurant-Cafe
8656,jg4rkq-Fabrika-Restaurant
8657,yf91e6-Fuat-Usta
8658,rd1tp5-Firincioglu-Patisserie
8659,g4keby-Haci-Baba-Kahve-Evi
8660,4pb3y9-GastroLoft
8661,i5f78h-Hasan-Dogan-Kafeterya
8662,cu9n8c-Etxsteakhouse-Mecidiyekoy
8663,4ly20l-Haci-Oglu-Et-Doner
8664,hio4si-Hindici-Corbaci-Recep-Usta
8665,ch1375-Fox-Garden-Rest-Cafe
8666,d3kpzc-jale-restaurant
8667,nm5z2g-Happy-Days-Lounge
8668,nuipbi-Cekmekoy-Migros
8669,ejh6nf-Golden-Coast-Resort-Ana-Restaurant
8670,zd6ns8-Enerjisa-Toroslar-Yemekhane
8671,bns4wb-Dragos-Mezeevi
8672,acu1sj-Gold-Country-Kolcuoglu
8673,dxq8zo-Doyuran-Restaurant
8674,nxdx86-Emir-Sultan-Unlu-Mamulleri
8675,73hfjz-eserkent-borek-evi
8676,nspb1q-Gozlemeci-Kelesin-yeri
8677,mku574-Hazinin-Yeri
8678,ccatox-Duzlercami-MESIRE-PARK-CAFE-RESTAURANT
8679,4jto3a-Gala-Kokorec
8680,xi3cdo-EtdeKeyff
8681,8lqb6e-Durak-69
8682,01trnq-Hanimeli-Borek-Salonu
8683,fdqo74-Gumuldur-Teras-Cafe
8684,hkd3p1-Kofteci-Doktor-Bakirkoy
8685,3gm687-guner-cay-evi
8686,ywt3jo-Gecenin-birinde-cigerci-ibo
8687,thvmpt-Fredin-Yeri
8688,se5wbu-Erdalbucks
8689,o5ethg-Erhan-Doner
8690,zanad8-Cigerci-Ugur
8691,gqbo4g-Fatih-TIP-Kantin
8692,l88dtr-Irfaniye-Muhtarligi-Dinlenme-Tesisleri
8693,8sff5k-Eryaman-Midyecisi
8694,c5ykyl-Jabel
8695,pd8tnk-Genclik-Cafe
8696,doqkih-efendibey-cafe2
8697,63vyiz-Gural-Pastanesi
8698,cp2dny-Durumcu-Sedat-Usta
8699,5615ws-Guven-Manti-Un-Ev-Mam
8700,047ylv-Coffee-Manifesto-Istanbul-Modern
8701,wolkos-Gunay-Usta-Lezzet-Duragi
8702,pplafq-Daimler-Pastanesi
8703,gwo27d-Hilde-Gasthaus
8704,8933wx-Coffemania
8705,oseenz-izzeti-ikram-meyhane
8706,etxr3h-Efe-Cafe
8707,cqdwj9-Happy-Cupcake-Waffle
8708,0qjfxh-Gatak
8709,pl0eu4-Divan-Patisserie
8710,oh0rhx-Istanbul-Florance-Nightingale-Patisserie
8711,iqzwae-Deniz-Pide-Firini-Ibrahim-Sari
8712,otaveu-Dominoss-Asagi-Eglence
8713,bvwtg8-Dadas-Ekmek-Teknesi
8714,bagvvm-Dilek-Pasta-Cafe-Restaurant
8715,yhk6ja-Hasbahce
8716,5loo6c-Girnata-Meyhanesi
8717,1us0rf-Ekler-House
8718,ylv36p-Cafe-Samira
8719,xm2xtu-gun-gelir-devran-doner
8720,gpzrnj-Eski-Adliye-Cay-Ocagi
8721,tnhspe-IKRA
8722,8ha1xt-Cafe-Rengarenk
8723,zpiu18-Emir-Izgara-Salonu
8724,s9mvwf-Hokka-Plus-Cafe
8725,nn9b13-Cross-Fingers
8726,djorfr-Dolce-Kandilli
8727,kuuu3j-Ersanin-Kiraathanesi
8728,95hl1c-Esnaf-Lokantasi
8729,xm24am-Greenport
8730,ss2zaa-Hayal-Tost-Ve-Waffle
8731,5nmbm0-Emir-Kantin
8732,5njfc5-Cafe-Sparta
8733,68b0fo-Hanimeli-Bufe
8734,aokzcr-Cans-Manti-more
8735,w86zye-Doping-CIgkofte
8736,q3v1xz-Gello-Lounge-Cafe
8737,b0ca31-Istah-Firin
8738,vj9bsh-hosta-restaurant
8739,krb37u-damak
8740,mqki12-Caminin-altinda-Rahatta
8741,4pqh30-Focaccia
8742,10105h-deli-memo-nun-yeri
8743,7p340b-Dr-Sadik-Ahmet-Anadolu-Saglik-Lisesi-KANTIN
8744,4k9t9q-Gusso-Premium-Cafe-RESTAURANT
8745,oig5db-Izzys-Restaurant
8746,jor7y8-hasanin-yeri-cay-ocagi
8747,nv5tp5-Hayalim-Cafe
8748,641q8u-Hacibayramoglu-Firini
8749,n4ipi7-Emre-Cafe
8750,wzzqoq-clube-cafe
8751,qy640h-Emirgan-Cay-Kahve
8752,f77c0o-CD-Trilece
8753,5dge56-F-Cafe-Bistro-Lounge
8754,qq24zy-Hatipoglu-Pastanesi
8755,vxg5r4-engn-Steakhouse
8756,8ibzjd-Haseki-Lokantasi
8757,z8vufg-Coast-Cafe
8758,tjh4d6-Eski-Sona-Meyhanesi
8759,jslzm5-Golbasi-Bahcem-Simit-Cafe
8760,i9h27o-Kofteci-Bahadirin-Yeri
8761,72guua-Catrems-In-Adana
8762,djmr1n-Erdis-coffee
8763,jkh2h7-Emine-Teyzenin-Yeri
8764,dutgm0-Caff-Siesta
8765,pal0jp-erzurum-cag-kebap-restorani
8766,8ucjd5-Hayal-Cafe-Emek-Adnan-Menderes
8767,9l61nk-Ekmekci
8768,ou2xdl-deniz-cay-evi-boyalica
8769,q6ko2b-Hacivat-Karagoz-Caf
8770,2a6580-Istanbul-Kitapcisi-Zeyrek-Kafe
8771,4agjml-hunkar-kafe
8772,6oznh0-Fi-Yaka-3-Site-Cafe
8773,p50tzi-Izmir-Anadolu-Lisesi-Yemekhane
8774,pjxv72-Engindeniz-Unlu-Mamuller
8775,eu9ntt-Dostlar-Kebap-Salonu
8776,29w4vb-Elite-Pastane-ve-Cafe
8777,8p7kvn-Hitit-Cafe
8778,1pocn6-Donerci-Yusuf-Abi
8779,1x69v3-Eski-Sanayii-Koftecisi
8780,2ipeb8-Hangover
8781,lfee46-Cumhuriyet-Cafe
8782,9ucwo2-Cafe-Toprak
8783,sxn6ub-emirin-yeri
8784,esb7jj-DURAK-BUFE
8785,mp0p9y-Cafe-Salvador
8786,bgcbmf-Egro-Coffee-Point
8787,lv83xe-Ikea-Restaurant-Cafe
8788,gajf4o-Greenhouse-Gardenpark
8789,gkmq98-Demeti-Kas
8790,55ljsj-Erdoganin-Yeri-Et-Mangal
8791,9g8vqz-Fincan-Bistro-Cafe
8792,j3mkex-Iskele-Cafe
8793,d41bog-Golf-Cafe
8794,f8qz2p-Goldcity-Snack
8795,o1nlwt-Donerci-Mesut
8796,6kran9-Emin-usta-et-mangal-balik
8797,7ohmk6-Granada-kafeteryasi
8798,ew79lw-firincim
8799,s4bpwk-Espressolab-Bebek
8800,vau3m2-Jazz-Cafe-Borek-Salonu
8801,1hf4jy-ikizler-tekirdag-koftecisi
8802,0qhgtz-Hacim-KOKOREC-KOFTE
8803,0yid03-gonca-cafeterya
8804,r0xitu-Durumcu-bekir-ozluce
8805,6cn5ry-Harput-Dibek-Kahvesi
8806,819930-Hocanin-Yiri
8807,dw6yv2-Cakes-Bakes
8808,mtky1z-Dogasehir-Etliekmek
8809,16bm87-Club-Resort-Atlantis-Sunset-Restaurant
8810,ci9xnb-Hasir-Restoran
8811,jqkrvc-Fiz-Cafe
8812,hzrhun-Halil-ibrahim-Sofrasi
8813,vxlrkk-Cigerci-Yasar
8814,v1q2rw-Gocmen-Borekcisi
8815,j0hxtn-Has-Ekmek-B-Mangit-Subesi
8816,ilfafj-Gizli-bahce
8817,qk1zy2-Just-Food-Market
8818,xh8grb-Fiero-Cafe
8819,7crzht-Gaziantepliler-Et-Lokantasi
8820,9gfldl-Gunaydin
8821,cx6bai-Can-Ciger-Kebab
8822,7ry9wp-Concept-by-Euphoria
8823,2dtnvf-doga-ciftlik-evi
8824,vma9v0-Incir-Alti-Gizli-Bahce-Cafe
8825,n0y36b-Gonulkahvesi
8826,9pqzrk-Istanbul-Cafe-Bistro
8827,pbwnmk-Eskisehir-Sarya-Cafe
8828,ibvtwx-Hisar-Otantik
8829,h1m7uv-faruk-usta-ocak-basi
8830,20yecw-Donerci-Abi-Restaurant
8831,fpy4n9-Cafes
8832,76vcd0-Dergah-Ocakbasi
8833,nuoyra-Kofteci-Mustafa-Dayi
8834,3zuguh-Dest-Yemek
8835,zhha53-Homemade-Cafe-By-Macrocenter
8836,6vpb1f-Gebizli-Elit-Etli-Pide-Salonu
8837,ggh89h-Coffee-House
8838,q22dwx-Cafe-Roma
8839,kdr8cq-Ege-Universitesi-Lojman-Lokali
8840,t5nnm8-Es-Karizma-Lahmacun
8841,cn8mh0-Cafede-pide
8842,obfij9-Egitim-Cafe
8843,omm410-Elmira-Borek-Cafe
8844,w89uac-Ihlamuralti-Cafe-Akustik
8845,94bgg1-Ekin-Pide-Lahmacun-Salonu
8846,h7l6kv-Dadas-Cafe
8847,zlkary-Cigerci-Fuat-Usta
8848,nw1www-Ipek-Eli-Cafe-Patisserie
8849,762a83-Erpetek-Cafe
8850,jvyiz6-Elmas-Manti
8851,xvwu2i-Golbasi-Kofteci
8852,ir5f1n-Kofteci-Saban-Usta
8853,97puyp-Gloria-Jeans
8854,ahmawi-Firin-Sanati
8855,8vux3k-Hadrianus-resturant
8856,83k42b-IDO-KANTIN
8857,8dss2e-hurpa-tatil-sitesi-havuz-basi-Bar-cafe
8858,5ju55f-Doga-Pastanesi
8859,p9y7fc-Dedocan-Ocakbasi
8860,h1whd7-Cookstore
8861,iysqg9-Fridalove
8862,o4xnzt-Fahham-Kurucesme
8863,kbh7w0-Cigerci-Orhan
8864,udzqqr-happy-yilcers-breakfast-cafee
8865,t4rl92-Has-bahce
8866,8gh1d9-Durgun-cafe-balkon
8867,hmpp4q-cezve-kahve
8868,67euyc-Firat-Park-Bici-Bici-Sahlep
8869,9p0clz-Guneykent-Pastanesi
8870,6kwiik-Ipek-Kardesler
8871,9bodjo-gonul-kahvesi-isparta
8872,g4n1i9-enfes-borekcilik
8873,rw68o2-Epc-Cafe
8874,pyaoe3-Gozde-Lokantasi
8875,hhkoqq-Gokyildiz-Unlu-Mamulleri-3
8876,zm4bf2-Cevizli-Askeri-Kampi-Restaurant
8877,uhnepi-Izmir-Pinarbasi-Kir-Dugun-Salonu
8878,eg5phe-Dogal-Cafe
8879,pie1nx-Ferhatin-Yeri
8880,d3yx4p-Gunes-Pastanesi
8881,l3ktwk-Ibo-Dayinin-Yeri
8882,xyrkjj-Haciseyid
8883,qpz83h-Dagmaran-Restorant
8884,h20dkm-Golbasi-Restaurant
8885,rnv424-Gaziantep-Sofrasi
8886,tktgqe-Focaccia-Halkali
8887,5j2jin-Faruk-Gulluoglu
8888,khw8bx-Eskisehirli-Aysen-Ablanin-Yeri
8889,t3ld6g-Icisleri-Bakanligi-Alakart-Yemek-Salonu
8890,cbu20j-Chakra-Lounge
8891,q46kp3-Elit-pasta-cafe
8892,mgkbs1-Caff-Nero
8893,ieyrky-goldcity-shisha-bar
8894,nnbj04-Hereke-Cinaralti
8895,a8nrmo-Dim-Cayi-Baraji
8896,45hays-Emin-Baba-Durum-Evi
8897,0qspm9-FATOSUN-MUTFAGI-DERESEKI
8898,zpvgb3-Evin-Gibi-Sadiklar-Cafe
8899,561nif-dondurma-evi
8900,aexmdt-FARKI-ET
8901,dsi0yc-Grissini-Kafeterya
8902,l4aqnu-Evim-Pastanesi
8903,vhnd02-Dolmabahce-Sarayi-Cariye-Kafe
8904,0ip5s4-Hevse-nargile-cafe-bistro
8905,1txsj0-foi-Cafe
8906,t2gbh1-destina-cafe
8907,5a068r-Emine-Ablanin-Yerii
8908,ky7xom-Inanc-Cay-Ocagi
